시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
초등학교,대미초등학교,충청북도 충주시 동량면 대미길 62,충청북도 충주시 동량면 대전리 1518,37.0338819132,127.9295603628,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,주덕초등학교,충청북도 충주시 주덕읍 신중신촌2길 10,충청북도 충주시 주덕읍 신중리 72,36.9767105457,127.7877663840,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,대소원초등학교,충청북도 충주시 대소원면 대소새마을길 10,충청북도 충주시 대소원면 본리 569-15,36.9755905632,127.8252964288,충청북도 충주시,충주경찰서,Y,2,13.2,2020-02-29,4390000,충청북도 충주시
초등학교,남산초등학교,충청북도 충주시 거룡2길 31,충청북도 충주시 용산동 2109,36.96114138,127.937429,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,남한강초등학교,충청북도 충주시 사직산6길 20,충청북도 충주시 문화동 1924,36.96948078,127.9269664,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,삼원초등학교,충청북도 충주시 삼원로 128,충청북도 충주시 봉방동 11-1,36.97600347,127.9243142,충청북도 충주시,충주경찰서,Y,6,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,대림초등학교,충청북도 충주시 대림1길 28,충청북도 충주시 문화동 181,36.96913201,127.9180459,충청북도 충주시,충주경찰서,Y,4,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,예성초등학교,충청북도 충주시 주봉1길 25,충청북도 충주시 교현동 383-1,36.97878458,127.9332383,충청북도 충주시,충주경찰서,Y,9,12.4,2020-02-29,4390000,충청북도 충주시
초등학교,교현초등학교,충청북도 충주시 교동2길 15,충청북도 충주시 교현동 339-1,36.974116,127.9374982,충청북도 충주시,충주경찰서,Y,7,7,2020-02-29,4390000,충청북도 충주시
초등학교,성남초등학교,충청북도 충주시 염밭로 101,충청북도 충주시 교현동 293,36.9662843,127.9415659,충청북도 충주시,충주경찰서,Y,4,8,2020-02-29,4390000,충청북도 충주시
초등학교,중앙초등학교,충청북도 충주시 연원5길19,충청북도 충주시 연수동 1003,36.98420269,127.9303573,충청북도 충주시,충주경찰서,Y,6,6.2,2020-02-29,4390000,충청북도 충주시
유치원,국원유치원,충청북도 충주시 안림로 45,충청북도 충주시 안림동 497,36.970646,127.9518297112,충청북도 충주시,충주경찰서,N,,6.2,2020-02-29,4390000,충청북도 충주시
유치원,오석초교 병설유치원,충청북도 충주시 금가면 김생로 456,충청북도 충주시 금가면 유송리 226-3,36.99953214,127.8960601,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,세성초교 병설유치원,충청북도 충주시 살미면 매남이길 31,충청북도 충주시 살미면 세성리 147,36.90472844,127.9692495,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,서충주꿈의유치원,충청북도 충주시 중앙탑면 원앙6길 17,충청북도 충주시 중앙탑면 용전리 952,37.01865196,127.8281577,충청북도 충주시,충주경찰서,N,,6.2,2020-02-29,4390000,충청북도 충주시
유치원,칠금초교 병설유치원,충청북도 충주시 칠금18길 21,충청북도 충주시 칠금동 727,36.984228,127.9238608,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,충주중앙탑초교 병설유치원,충청북도 충주시 중앙탑면 원앙4길 52,충청북도 충주시 중앙탑면 용전리 691,37.01552739,127.8306946,충청북도 충주시,충주경찰서,N,,13.7,2020-02-29,4390000,충청북도 충주시
유치원,노은초교 병설유치원,충청북도 충주시 노은면 연하중앙길 27,충청북도 충주시 노은면 연하리 535-2,37.048484,127.7556155,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,엄정초교 병설유치원,충청북도 충주시 엄정면 내창로 199-15,충청북도 충주시 엄정면 용산리 460,37.087229,127.917307,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,금가초교 병설유치원,충청북도 충주시 금가면 가마골길 16,충청북도 충주시 금가면 도촌리 400-1,37.044237,127.922506,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,가흥초교 병설유치원,충청북도 충주시 중앙탑면 가곡로2037,충청북도 충주시 중앙탑면 가흥리 582-8,37.07683322,127.8542543,충청북도 충주시,충주경찰서,Y,2,3.5,2020-02-29,4390000,충청북도 충주시
유치원,동량초교 병설유치원,충청북도 충주시 동량면 대전조돈길 395,충청북도 충주시 동량면 조동리 1426-1,37.02731176,127.9647454,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,야동초교 병설유치원,충청북도 충주시 소태면 구룡로 769,충청북도 충주시 소태면 야동리 487,37.10040986,127.8776963,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,달천초교 병설유치원,충청북도 충주시 중원대로 3846,충청북도 충주시 용두동 411-1,36.963102,127.8799847,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,앙성초교 병설유치원,충청북도 충주시 앙성면 내용2길 38,충청북도 충주시 앙성면 용대리 258-1,37.10646635,127.7578065,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,산척초교 병설유치원,충청북도 충주시 산척면 천등박달로 134,충청북도 충주시 산척면 송강리 1282-1,37.079751,127.9579285,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,동락초교 병설유치원,충청북도 충주시 신니면 신덕로 301,충청북도 충주시 신니면 문락리 126,37.003433,127.6860758,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
유치원,용원초교 병설유치원,충청북도 충주시 신니면 안용원로 6,충청북도 충주시 신니면 용원리 26-2,36.99533508,127.7353002,충청북도 충주시,충주경찰서,Y,1,3.5,2020-02-29,4390000,충청북도 충주시
초등학교,덕의초등학교,서울특별시 구로구 고척로 213,,37.5060287767,126.8573463672,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,동구로초등학교,서울특별시 구로구 구로중앙로14길 43,,37.4940720667,126.8927814364,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,매봉초등학교,서울특별시 구로구 고척로21길 55,,37.5049167652,126.844375,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,매봉초병설유치원,서울특별시 구로구 고척로21길 55,,37.5049167652,126.844375,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,세곡초등학교,서울특별시 구로구 고척로33길 34,,37.5050562821,126.8491192690,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
특수학교,충주혜성학교,충청북도 충주시 노은면 감노로 1057,충청북도 충주시 노은면 안락리 119-1,37.05137325,127.715331,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
특수학교,성심학교,충청북도 충주시 봉현로 255,충청북도 충주시 교현동 40-2,36.97760085,127.9325186,충청북도 충주시,충주경찰서,Y,2,12,2020-02-29,4390000,충청북도 충주시
초등학교,강천초등학교,충청북도 충주시 앙성면 학교말2길 50,충청북도 충주시 앙성면 목미리 89-2,37.16313939,127.7525266,충청북도 충주시,충주경찰서,Y,2,8,2020-02-29,4390000,충청북도 충주시
초등학교,금릉초등학교,충청북도 충주시 금봉대로 792,충청북도 충주시 금릉동 31,36.9943948,127.930432,충청북도 충주시,충주경찰서,Y,2,6,2020-02-29,4390000,충청북도 충주시
초등학교,소태초등학교,충청북도 충주시 소태면 쟁골 2길 1,충청북도 충주시 소태면 오량리 199,37.111094,127.8464661,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,오석초등학교,충청북도 충주시 금가면 김생로 456,충청북도 충주시 금가면 유송리 226-3,36.999532,127.8960601,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,덕신초등학교,충청북도 충주시 주덕읍 매남구술길 12,충청북도 충주시 주덕읍 제네리 265-1,36.99428384,127.7841058,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,국원초등학교,충청북도 충주시 국원초1길 47,충청북도 충주시 연수동 1661,36.981318,127.944474,충청북도 충주시,충주경찰서,Y,6,13.2,2020-02-29,4390000,충청북도 충주시
초등학교,달천초교 매현분교,충청북도 충주시 대소원면 매현새터2길 10,충청북도 충주시 대소원면 매현리 480,36.90834938,127.8702621,충청북도 충주시,충주경찰서,Y,2,3.5,2020-02-29,4390000,충청북도 충주시
초등학교,세성초등학교,충청북도 충주시 살미면 매남이길 31,충청북도 충주시 살미면 세성리 147,36.90472844,127.9692495,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,용산초등학교,충청북도 충주시 남산로 109,충청북도 충주시 용산동 1671,36.96227759,127.9445932,충청북도 충주시,충주경찰서,Y,5,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,칠금초등학교,충청북도 충주시 칠금 18길 21,충청북도 충주시 칠금동 727,36.984228,127.9238608,충청북도 충주시,충주경찰서,Y,7,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,충주중앙탑초등학교,충청북도 충주시 중앙탑면 원앙4길 52,충청북도 충주시 중앙탑면 용전리 691,37.01552739,127.8306946,충청북도 충주시,충주경찰서,N,,13.7,2020-02-29,4390000,충청북도 충주시
초등학교,노은초등학교,충청북도 충주시 노은면 연하중앙길 27,충청북도 충주시 노은면 연하리 535-2,37.048484,127.7556155,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,엄정초등학교,충청북도 충주시 엄정면 내창로 199-15,충청북도 충주시 엄정면 용산리 460,37.087229,127.917301,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,금가초등학교,충청북도 충주시 금가면 가마골길 16,충청북도 충주시 금가면 도촌리 400-1,37.044237,127.922506,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,가흥초등학교,충청북도 충주시 중앙탑면 가곡로 2037,충청북도 충주시 중앙탑면 가흥리 582-8,37.07683322,127.8542543,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,동량초등학교,충청북도 충주시 동량면 대전조돈길 395,충청북도 충주시 동량면 조동리 1426-1,37.02731176,127.9647454,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,야동초등학교,충청북도 충주시 소태면 구룡로 769,충청북도 충주시 소태면 야동리 487,37.10040986,127.8776963,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,달천초등학교,충청북도 충주시 중원대로 3846,충청북도 충주시 용두동 411-1,36.963102,127.8799847,충청북도 충주시,충주경찰서,Y,4,16.2,2020-02-29,4390000,충청북도 충주시
초등학교,탄금초등학교,충청북도 충주시 우륵로 55,충청북도 충주시 칠금동 824,36.984696,127.9179139,충청북도 충주시,충주경찰서,Y,6,13.2,2020-02-29,4390000,충청북도 충주시
초등학교,앙성초등학교,충청북도 충주시 앙성면 내용2길 38,충청북도 충주시 앙성면 용대리 258-1,37.1064663502,127.7578065120,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,산척초등학교,충청북도 충주시 산척면 천등박달로 134,충청북도 충주시 산척면 송강리 1282-1,37.0797281945,127.9579284834,충청북도 충주시,충주경찰서,Y,4,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,동락초등학교,충청북도 충주시 신니면 신덕로 301,충청북도 충주시 신니면 문락리 126,37.0034510473,127.6860758011,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,용원초등학교,충청북도 충주시 신니면 안용원로 6,충청북도 충주시 신니면 용원리 245-3,36.9953350843,127.7353002157,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,수회초등학교,충청북도 충주시 수안보면 수회리로 88,충청북도 충주시 수안보면 수회리 672,36.8785997008,127.9742850303,충청북도 충주시,충주경찰서,Y,2,6.2,2020-02-29,4390000,충청북도 충주시
초등학교,수안보초등학교,충청북도 충주시 수안보면 동진이1길 24,충청북도 충주시 수안보면 안보리 598,36.8451244712,127.9993232493,충청북도 충주시,충주경찰서,Y,4,6.2,2020-02-29,4390000,충청북도 충주시
유치원,일신유치원,서울특별시 구로구 오류로8길 22,,37.4912039628,126.842017,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,미래초등학교,서울특별시 구로구 새말로 73,,37.5051068276,126.8880789065,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,미래초병설유치원,서울특별시 구로구 새말로 73,,37.5051068276,126.8880789065,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,신미림초등학교,서울특별시 구로구 신도림로 26,,37.5071419202,126.8795526272,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,신미림초병설유치원,서울특별시 구로구 신도림로 26,,37.5071419202,126.8795526272,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
특수학교,정진학교,서울특별시 구로구 부일로9길 158,,37.4988141259,126.8207513376,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,고원초등학교,서울특별시 구로구 경인로46길 13,,37.4976124809,126.8657985893,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,신도유치원,서울특별시 구로구 구일로2길 45,,37.4890874020,126.8776412876,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,구로삼성어린이집,서울특별시 구로구 가마산로 174,,37.491254,126.882454,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,구일어린이집,서울특별시 구로구 구일로 62,,37.491746,126.874349,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,남산어린이집,서울특별시 구로구 경인로47가길 35,,37.5029418334,126.864935,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,지암어린이집,서울특별시 구로구 개봉로11길 55-16,,37.4872246751,126.852844,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,궁동어린이집,서울특별시 구로구 오리로17길 48,,37.4968405805,126.829017,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,광진선교어린이집,서울특별시 구로구 개봉로3길 87,,37.4858996413,126.8509714182,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,세라핌어린이집,서울특별시 구로구 고척로18길 92,,37.4977240049,126.8450222124,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,아람유치원,서울특별시 구로구 고척로25길 62,,37.504546,126.846112,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,미림유치원,서울특별시 구로구 개봉로18길 37,,37.490828,126.857951,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,혜원유치원,서울특별시 구로구 고척로 62-11,,37.4993998525,126.8422820047,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,천왕초등학교,서울특별시 구로구 천왕로1길 11,,37.4816028156,126.8367160785,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,샛별어린이집,서울특별시 구로구 구로중앙로32가길 18,,37.4999466013,126.8850874758,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,LG전자구로어린이집,서울특별시 구로구 가마산로 95,,37.486014,126.8769044792,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,푸른동산유치원,서울특별시 구로구 서해안로 2201,,37.4867310402,126.831364,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,예쁜별어린이집,서울특별시 구로구 서해안로28길 18,,37.4924091026,126.843062,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,샘소슬어린이집,서울특별시 구로구 부일로17길 5,,37.4935977837,126.834631,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,서울하늘숲유치원,서울특별시 구로구 오리로 1102-19,,37.4850928502,126.8430176237,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,예뜰어린이집,서울특별시 구로구 구로동로7길 27,,37.4859914246,126.884695,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,항동어린이집,서울특별시 구로구 연동로 284,,37.4853787637,126.8234382653,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,개봉초등학교,서울특별시 구로구 개봉로16길 30-11,,37.4895231088,126.8579747911,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,사랑유치원,서울특별시 구로구 신도림로11가길 36,,37.5082736231,126.8761079829,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,서울남유치원,서울특별시 구로구 구로동로17길 37-4,,37.488008,126.881845,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,개봉초병설유치원,서울특별시 구로구 개봉로16길 30-11,,37.4895231088,126.8579747911,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,고산초등학교,서울특별시 구로구 중앙로 6,,37.4989736330,126.8647738380,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,고척초등학교,서울특별시 구로구 경서로 31,,37.5009466670,126.856994,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,고척초병설유치원,서울특별시 구로구 경서로 31,,37.5009466670,126.856994,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,구로남초등학교,서울특별시 구로구 디지털로27길 76,,37.4842054836,126.8902176383,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,구로초등학교,서울특별시 구로구 구로중앙로27나길 9,,37.4974612410,126.8865523520,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,고산초등학교,전라북도 완주군 고산면 고산로 153,전라북도 완주군 고산면 읍내리 148,35.9754336577,127.2141305468,전라북도 완주군,완주경찰서,Y,3,15,2019-06-01,4720000,전라북도 완주군
초등학교,상관초등학교,전라북도 완주군 상관면 신리로 115,전라북도 완주군 상관면 신리 562,35.7723096799,127.2059245,전라북도 완주군,완주경찰서,Y,3,9,2019-06-01,4720000,전라북도 완주군
초등학교,삼례중앙초등학교,전라북도 완주군 삼례읍 웃삼례길 17-10,전라북도 완주군 삼례읍 삼례리 205,35.9195362208,127.0815022287,전라북도 완주군,완주경찰서,Y,4,9,2019-06-01,4720000,전라북도 완주군
초등학교,삼례초등학교,전라북도 완주군 삼례읍 후정로 30,전라북도 완주군 삼례읍 후정리 37-2,35.9107696103,127.0688176,전라북도 완주군,완주경찰서,Y,4,9,2019-06-01,4720000,전라북도 완주군
초등학교,남관초등학교,전라북도 완주군 상관면 마자길 7,전라북도 완주군 상관면 용암리 405,35.7233128974,127.2336355544,전라북도 완주군,완주경찰서,Y,6,20,2019-06-01,4720000,전라북도 완주군
초등학교,운주초등학교,전라북도 완주군 운주면 운주로107,전라북도 완주군 운주면 장선리 507-2,36.09215576,127.2779163,전라북도 완주군,완주경찰서,Y,4,10,2019-06-01,4720000,전라북도 완주군
초등학교,소양초등학교,전라북도 완주군 소양면 소양로 244,전라북도 완주군 소양면 황운리 636-2,35.856024,127.2348879429,전라북도 완주군,완주경찰서,Y,7,13,2019-06-01,4720000,전라북도 완주군
초등학교,청완초등학교,전라북도 완주군 봉동읍 삼봉로 541,전라북도 완주군 봉동읍 구미리 974,35.927846,127.1268004800,전라북도 완주군,완주경찰서,Y,4,26,2019-06-01,4720000,전라북도 완주군
초등학교,용봉초등학교,전라북도 완주군 봉동읍 완주로 449,전라북도 완주군 봉동읍 구만리 470-1,35.9057997025,127.1559617885,전라북도 완주군,완주경찰서,Y,3,32,2019-06-01,4720000,전라북도 완주군
어린이집,코레일오류동어린이집,서울특별시 구로구 경인로20가길 24,,37.4954827057,126.8453299057,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,항동초등학교,서울특별시 구로구 연동로 178,,37.4769715117,126.8240775866,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,하늘숲초등학교,서울특별시 구로구 오리로 1106,,37.4841609599,126.8414818809,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
특수학교,지구촌학교,서울특별시 구로구 오리로 1189,,37.4888591930,126.8351760652,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,개명초등학교,서울특별시 구로구 개봉로1다길 16-9,,37.4830380537,126.8509816246,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,구일초등학교,서울특별시 구로구 구일로 68,,37.4931916033,126.8734732749,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,신구로초등학교,서울특별시 구로구 가마산로27길 69,,37.4996591332,126.8897652795,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,영서초등학교,서울특별시 구로구 도림로20길 57,,37.4889604610,126.8955839054,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,영서초병설유치원,서울특별시 구로구 도림로20길 57,,37.4889604610,126.8955839054,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,영일초등학교,서울특별시 구로구 남부순환로105길 218,,37.4856445741,126.8838113655,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,오류남초등학교,서울특별시 구로구 서해안로24길 22,,37.489606,126.8391137443,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,오류초등학교,서울특별시 구로구 경인로19길 39,,37.4975290259,126.8420281038,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,준희유치원,서울특별시 구로구 경인로19길 8,,37.4960596565,126.8428318306,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,개웅초등학교,서울특별시 구로구 개봉로11길 98,,37.488569,126.8499801179,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,신도림초등학교,서울특별시 구로구 신도림로19길 44,,37.5119858315,126.8832547742,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,온수초등학교,서울특별시 구로구 부일로 893,,37.494071,126.825993,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
특수학교,성베드로학교,서울특별시 구로구 연동로 320,,37.4875235999,126.8261650049,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,무궁어린이집,서울특별시 구로구 부일로15나길 20-7,,37.4949200827,126.8344028364,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
초등학교,오정초등학교,서울특별시 구로구 경인로2길 10,,37.4901657550,126.8264393073,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,동정성모유치원,서울특별시 구로구 경인로2길 11,,37.4898500065,126.8273989069,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,꿀벌유치원,서울특별시 구로구 디지털로27다길 15,,37.484935,126.8893164984,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,나비유치원,서울특별시 구로구 고척로 30,,37.497362,126.839734,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,도현유치원,서울특별시 구로구 구로동로28길 55,,37.490942,126.887203,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,버들유치원,서울특별시 구로구 오류로8길 40,,37.4916843587,126.842809,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
유치원,예쁨유치원,서울특별시 구로구 부일로1길 125,,37.495235,126.8174398165,서울특별시 구로구청,구로경찰서,Y,,,2019-10-28,3160000,서울특별시 구로구
어린이집,새싹몬테소리 어린이집,울산광역시 북구 제내1길 29,,35.632745,129.3526805250,울산광역시 북구청,중부경찰서,N,0,4,2020-03-18,3720000,울산광역시 북구
유치원,큰사랑유치원,울산광역시 북구 제내2길 45-4,,35.634312,129.3549634,울산광역시 북구청,중부경찰서,N,0,4,2020-03-18,3720000,울산광역시 북구
유치원,해나라유치원,울산광역시 북구 괴정1길 118,,35.6427292,129.3577819,울산광역시 북구청,중부경찰서,Y,2,5,2020-03-18,3720000,울산광역시 북구
유치원,호계비둘기유치원,울산광역시 북구 당수골길 12,,35.6283120103,129.362533,울산광역시 북구청,중부경찰서,Y,3,4,2020-03-18,3720000,울산광역시 북구
유치원,동화유치원,울산광역시 북구 동대17길 11,,35.629389,129.352256,울산광역시 북구청,중부경찰서,Y,4,7,2020-03-18,3720000,울산광역시 북구
유치원,염포초교 병설유치원,울산광역시 북구 염포로 667,,35.5332182231,129.3911232011,울산광역시 북구청,동부경찰서,Y,2,8~30,2020-03-18,3720000,울산광역시 북구
초등학교,염포초교,울산광역시 북구 염포로 667,,35.5332182231,129.3911232011,울산광역시 북구청,동부경찰서,Y,2,8~30,2020-03-18,3720000,울산광역시 북구
유치원,양정초교 병설유치원,울산광역시 북구 양정2길 11,,35.5455798,129.3866900017,울산광역시 북구청,동부경찰서,Y,3,8,2020-03-18,3720000,울산광역시 북구
유치원,무지개유치원,전라북도 완주군 봉동읍 낙평동서로 14,전라북도 완주군 봉동읍 낙평리 492,35.9299599,127.1620409,전라북도 완주군,완주경찰서,N,0,12,2019-06-01,4720000,전라북도 완주군
유치원,명작유치원,전라북도 완주군 봉동읍 낙평남북로 68,전라북도 완주군 봉동읍 낙평리 166-5,35.932228,127.1627513,전라북도 완주군,완주경찰서,N,0,10,2019-06-01,4720000,전라북도 완주군
특수학교,전북푸른학교,전라북도 완주군 고산면 대아저수로 157-11,전라북도 완주군 고산면 삼기리 18-1,35.9900118682,127.2390174,전라북도 완주군,완주경찰서,Y,4,9,2019-06-01,4720000,전라북도 완주군
