시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
초등학교,연천초교,부산광역시 연제구 과정로225번길 46,부산광역시 연제구 연산동 378-11 (연천 초등학교),35.1862175,129.1004934,부산광역시 연제구청,연제경찰서,Y,4,10,2020-02-22,3370000,부산광역시 연제구
초등학교,전민초등학교,대전광역시 유성구 엑스포로466번길 42(전민동),대전광역시 유성구 전민동 468,36.3987604822,127.4071484667,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,문지초등학교,대전광역시 유성구 전민로 41(문지동),대전광역시 유성구 문지동 285-9,36.3960508855,127.3993449088,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,유성초등학교(병설),대전광역시 유성구 장대로 71번길 12(장대동),대전광역시 유성구 장대동 155,36.36259084,127.3327358,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,기쁨아이,강원도 동해시 이원길 151 (이도동),강원도 동해시 이도동 252,37.4800541,129.1088121,강원도 동해시,동해경찰서,N,,12,2020-03-16,4210000,강원도 동해시
어린이집,한나,강원도 동해시 분토길 70 (지흥동),강원도 동해시 지흥동 59-2,37.4994622598,129.1049068426,강원도 동해시,동해경찰서,N,,3,2020-03-16,4210000,강원도 동해시
어린이집,명령한어린이집,강원도 동해시 사문5길 7 (발한동),강원도 동해시 발한동 354-76,37.5568648,129.1050236138,강원도 동해시,동해경찰서,N,,3,2020-03-16,4210000,강원도 동해시
유치원,솔빛유치원,강원도 동해시 청운2길 21 (쇄운동),강원도 동해시 쇄운동 68,37.4847511,129.105467,강원도 동해시,동해경찰서,N,,3,2020-03-16,4210000,강원도 동해시
어린이집,근로자복지회관,강원도 동해시 샘실1길 36 (천곡동),강원도 동해시 천곡동 1050-10,37.5210614,129.1063274,강원도 동해시,동해경찰서,N,,3,2020-03-16,4210000,강원도 동해시
어린이집,영재,강원도 동해시 발한천윗길 30 (발한동),강원도 동해시 발한동 472-5,37.5527977859,129.1011571,강원도 동해시,동해경찰서,N,,3,2020-03-16,4210000,강원도 동해시
어린이집,우주,강원도 동해시 가마골길 19 (부곡동),강원도 동해시 부곡동 171-9,37.5359161,129.1015421,강원도 동해시,동해경찰서,Y,2,3,2020-03-16,4210000,강원도 동해시
어린이집,머릿돌,강원도 동해시 청운로 84 (쇄운동),강원도 동해시 쇄운동 86-3,37.4875751,129.1030180622,강원도 동해시,동해경찰서,Y,2,3,2020-03-16,4210000,강원도 동해시
어린이집,대동튼튼나라,강원도 동해시 청운2길 17-3 (쇄운동),강원도 동해시 쇄운동 66-5,37.4849986583,129.1052876167,강원도 동해시,동해경찰서,N,,3,2020-03-16,4210000,강원도 동해시
어린이집,지혜,강원도 동해시 봉오동길 37 (용정동),강원도 동해시 용정동 265,37.5122044620,129.1215731,강원도 동해시,동해경찰서,Y,2,3,2020-03-16,4210000,강원도 동해시
어린이집,동명,강원도 동해시 평릉길 42 (평릉동),강원도 동해시 평릉동 313,37.5295216,129.1016665,강원도 동해시,동해경찰서,Y,3,3,2020-03-16,4210000,강원도 동해시
어린이집,천곡어린이집,강원도 동해시 천곡로 15-1 (천곡동),강원도 동해시 천곡동 789,37.5264601,129.1068465976,강원도 동해시,동해경찰서,N,,3,2020-03-16,4210000,강원도 동해시
유치원,예쁜,강원도 동해시 감추3길 37-1 (천곡동),강원도 동해시 천곡동 973-17,37.5170928831,129.1222201,강원도 동해시,동해경찰서,N,,3,2020-03-16,4210000,강원도 동해시
유치원,성호,강원도 동해시 샘실1길 7 (천곡동),강원도 동해시 천곡동 393-5,37.5203131,129.1047131,강원도 동해시,동해경찰서,N,,3,2020-03-16,4210000,강원도 동해시
유치원,무지개,강원도 동해시 천곡1길 90 (천곡동),강원도 동해시 천곡동 487-10,37.5278642599,129.1065148937,강원도 동해시,동해경찰서,Y,3,3,2020-03-16,4210000,강원도 동해시
유치원,동해리라,강원도 동해시 송이고개길 11 (발한동),강원도 동해시 발한동 589-3,37.5424991,129.0990118813,강원도 동해시,동해경찰서,N,,3,2020-03-16,4210000,강원도 동해시
유치원,동해남부,강원도 동해시 갯목길 15 (구미동),강원도 동해시 구미동 438-2,37.4850591,129.1277301,강원도 동해시,동해경찰서,N,,3,2020-03-16,4210000,강원도 동해시
어린이집,일라,강원도 동해시 임항로 21-1 (부곡동),강원도 동해시 부곡동 79-9,37.5388571,129.1044421,강원도 동해시,동해경찰서,N,,6,2020-03-16,4210000,강원도 동해시
어린이집,천곡중앙어린이집,강원도 동해시 감추2길 7 (천곡동),강원도 동해시 천곡동 965-11,37.5164431,129.1185311,강원도 동해시,동해경찰서,Y,1,3,2020-03-16,4210000,강원도 동해시
초등학교,동해삼육초교,강원도 동해시 동해대로 5367 (천곡동),강원도 동해시 천곡동 566-3,37.5220725617,129.0999005782,강원도 동해시,동해경찰서,Y,3,6,2020-03-16,4210000,강원도 동해시
초등학교,창호초교,강원도 동해시 해맞이길 183 (묵호진동),강원도 동해시 묵호진동 85-7,37.5592419180,129.1081542406,강원도 동해시,동해경찰서,Y,4,3,2020-03-16,4210000,강원도 동해시
초등학교,동해송정초교,강원도 동해시 동해역길 25 (송정동),강원도 동해시 송정동 1058,37.4951662028,129.1228671198,강원도 동해시,동해경찰서,Y,5,3,2020-03-16,4210000,강원도 동해시
초등학교,묵호초교,강원도 동해시 발한천길 30 (발한동),강원도 동해시 발한동 318,37.55233348,129.101329,강원도 동해시,동해경찰서,Y,7,6,2020-03-16,4210000,강원도 동해시
유치원,삼화초병설,강원도 동해시 파수길 38 (이로동),강원도 동해시 이로동 32-12,37.4846284783,129.0677049819,강원도 동해시,동해경찰서,N,,6,2020-03-16,4210000,강원도 동해시
초등학교,삼화초교,강원도 동해시 파수길 38 (이로동),강원도 동해시 이로동 32-12,37.4846284783,129.0677049819,강원도 동해시,동해경찰서,Y,3,6,2020-03-16,4210000,강원도 동해시
유치원,청운초병설,강원도 동해시 청운로 60 (쇄운동),강원도 동해시 쇄운동 75,37.4853031608,129.1041747339,강원도 동해시,동해경찰서,N,,6,2020-03-16,4210000,강원도 동해시
초등학교,청운초교,강원도 동해시 청운로 60 (쇄운동),강원도 동해시 쇄운동 75,37.4853031608,129.1041747339,강원도 동해시,동해경찰서,Y,6,6,2020-03-16,4210000,강원도 동해시
유치원,남호초병설,강원도 동해시 평원로 120 (평릉동),강원도 동해시 평릉동 443,37.5343719348,129.1131685583,강원도 동해시,동해경찰서,N,,6,2020-03-16,4210000,강원도 동해시
초등학교,남호초교,강원도 동해시 평원로 120 (평릉동),강원도 동해시 평릉동 443,37.5343719348,129.1131685583,강원도 동해시,동해경찰서,Y,5,6,2020-03-16,4210000,강원도 동해시
유치원,화랑유치원,대전광역시 유성구 자운로97번길 433(신봉동),대전광역시 유성구 신봉동 253-1,36.4150983225,127.3372643,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,노은유치원,대전광역시 유성구 노은서로96번길 32(노은동),대전광역시 유성구 노은동 509-5,36.368274,127.315711,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,원광유치원,대전광역시 유성구 유성대로642번길 63(구암동),대전광역시 유성구 구암동 618-16,36.3503268373,127.331733,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,교촌초등학교(병설),대전광역시 유성구 진잠로149번길 42(교촌동),대전광역시 유성구 교촌동 618,36.3060221597,127.3167695381,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,송림초등학교(병설),대전광역시 유성구 노은로410번길 123-14(하기동),대전광역시 유성구 하기동 548,36.3889676967,127.3322551720,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,수정초등학교(병설),대전광역시 유성구 노은서로 62(노은동),대전광역시 유성구 노은동 552-2,36.3661972084,127.313489,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,신창,서울특별시 도봉구 덕릉로 272,,37.6413368,127.0409612,도봉구청,도봉경찰서,Y,1,8~25,2019-09-05,3090000,서울특별시 도봉구
초등학교,용산초등학교(병설),대전광역시 유성구 배울2로 101(용산동),대전광역시 유성구 용산동 662,36.4201550499,127.3950711,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,반석초등학교(병설),대전광역시 유성구 반석동로 30(반석동),대전광역시 유성구 반석동 648,36.3902783576,127.3127640527,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,배울초등학교,대전광역시 유성구 배울2로 8(관평동),대전광역시 유성구 관평동 663,36.4219065220,127.3841474741,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,동화초등학교(병설),대전광역시 유성구 관평2로 43(관평동),대전광역시 유성구 관평동 1281,36.4228012625,127.3894685295,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,두리초등학교(병설),대전광역시 유성구 와룡로 37(송강동),대전광역시 유성구 송강동 162,36.4287193709,127.3818838208,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,하기초등학교(병설),대전광역시 유성구 송림로19번길 32(하기동),대전광역시 유성구 하기동 514,36.3886329834,127.3215270025,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,대정초등학교(병설),대전광역시 유성구 대정로28번길 55(대정동),대전광역시 유성구 대정동 310,36.3152905571,127.3232655529,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,흥도초등학교(병설),대전광역시 유성구 원신흥남로 20(원신흥동),대전광역시 유성구 원신흥동 555,36.33446459,127.3386975,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,지족초등학교(병설),대전광역시 유성구 노은서로 238(지족동),대전광역시 유성구 지족동 850,36.3808075211,127.317374,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,장대초등학교(병설),대전광역시 유성구 문화원로19번길 16(장대동),대전광역시 유성구 장대동 348,36.3619226422,127.3396142335,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,외삼초등학교(병설),대전광역시 유성구 반석동로63(반석동),대전광역시 유성구 반석동 617,36.3928976347,127.310502,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,어은초등학교,대전광역시 유성구 농대로46(어은동),대전광역시 유성구 어은동 98,36.364838,127.3542768246,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,자운초등학교,대전광역시 유성구 자운로 97번길 380(신봉동),대전광역시 유성구 신봉동 208,36.412521,127.337435,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,송강초등학교(병설),대전광역시 유성구 송강로42번길6(송강동),대전광역시 유성구 송강동 196,36.4341524951,127.3838464765,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,상지초등학교(병설),대전광역시 유성구 노은동로165(지족동),대전광역시 유성구 지족동 915,36.3753912273,127.3221723349,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,봉암초등학교(병설),대전광역시 유성구 궁동로 21(궁동),대전광역시 유성구 궁동 80,36.3640873726,127.3477218788,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,덕송초등학교(병설),대전광역시 유성구 현충원로265(덕명동),대전광역시 유성구 덕명동 498,36.361384,127.3025225794,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,노은초등학교(병설),대전광역시 유성구 노은동로99번길 35(노은동),대전광역시 유성구 노은동 540,36.3692020309,127.3208096482,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,남선초등학교(병설),대전광역시 유성구 계백로93번길 277-29(송정동),대전광역시 유성구 송정동 150-1,36.287577,127.2642702707,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,구즉초등학교(병설),대전광역시 유성구 구룡달전로34(봉산동),대전광역시 유성구 봉산동 796-16,36.4409867883,127.3827603436,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,진잠초등학교(병설),대전광역시 유성구 진잠로59번길 53(원내동),대전광역시 유성구 원내동 62,36.2995272678,127.3150866627,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,대덕초등학교(병설),대전광역시 유성구 대덕대로556번길 102(도룡동),대전광역시 유성구 도룡동 396,36.3850589466,127.3821071064,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,금성초등학교(병설),대전광역시 유성구 신성로72번길 5(신성동),대전광역시 유성구 신성동 210-12,36.3891163309,127.3508694449,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,학하초등학교(병설),대전광역시 유성구 진잠옛로165(학하동),대전광역시 유성구 학하동 580-1,36.334545,127.3118282565,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,BK꿈사랑유치원,대전광역시 유성구 유성대로155번길 46-2(교촌동),대전광역시 유성구 교촌동 469-2,36.310994,127.314841,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,영리더어린이집,대전광역시 유성구 원내로39번길 48(원내동),대전광역시 유성구 원내동 97-1,36.301953,127.320788,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,진잠어린이집,대전광역시 유성구 진잠로140번길 21(원내동),대전광역시 유성구 원내동 76-1,36.3025415723,127.317532,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,킨더그린어린이집,대전광역시 유성구 유성대로626번길 40(구암동),대전광역시 유성구 구암동 253-1,36.3492125530,127.3292788446,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,하늘새어린이집,대전광역시 유성구 금남구즉로 1359-29(봉산동),대전광역시 유성구 봉산동 505,36.447676,127.3860802,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,아이캔유치원,대전광역시 유성구 노은서로142번길 24(지족동),대전광역시 유성구 지족동 892-4,36.373188,127.316214,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,상원초등학교(병설),대전광역시 유성구 상대서로 46(상대동),대전광역시 유성구 상대동 485,36.34239221,127.3332647,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,계산초등학교(병설),대전광역시 유성구 학하서로 74(원내동),대전광역시 유성구 계산동 254,36.3441687221,127.2994527824,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,천사어린이집,대전광역시 유성구 진잠로42번길 88(원내동),대전광역시 유성구 원내동 383,36.2968182408,127.3212076892,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,정원어린이집,대전광역시 유성구 박산로 91(구암동),대전광역시 유성구 구암동 382-2,36.3536856649,127.320117,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,꿈에그린유치원,대전광역시 유성구 배울2로 61(관평동),대전광역시 유성구 관평동 1280,36.4224763004,127.3907380797,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,엑스포유치원,대전광역시 유성구 엑스포로 448(전민동),대전광역시 유성구 전민동 464-1,36.4002052589,127.4073521983,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,전원유치원,대전광역시 유성구 현충원로480번길 20(구암동),대전광역시 유성구 구암동 420-4,36.3579256568,127.3238072097,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,한울유치원,대전광역시 유성구 가정로 43(신성동),대전광역시 유성구 신성동 160-1,36.3872826194,127.3467997385,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,은정유치원,대전광역시 유성구 노은동로87번길 23(노은동),대전광역시 유성구 노은동 536-7,36.368238,127.322097,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,새싹나라유치원,대전광역시 유성구 은구비로155번길 14(죽동),대전광역시 유성구 죽동 616,36.380925,127.324941,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,정원유치원,대전광역시 유성구 덕명동로16번길 77(구암동),대전광역시 유성구 구암동 498-15,36.3580468798,127.312123,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,성언유치원,대전광역시 유성구 구즉로 28(송강동),대전광역시 유성구 송강동 200-4,36.431651,127.384148,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,그린유치원,대전광역시 유성구 구즉로 25(송강동),대전광역시 유성구 송강동 199,36.432856,127.3818951689,대전광역시 유성구청,대전유성경찰서,N,,,2020-03-01,3670000,대전광역시 유성구
유치원,송강유치원,대전광역시 유성구 송강로42번길 61(송강동),대전광역시 유성구 송강동 8-2,36.4367825062,127.3831545775,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
특수학교,성세재활학교,대전광역시 유성구 유성대로298번길 175(용계동),대전광역시 유성구 용계동 319-1,36.3212085195,127.3209602930,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,원신흥초등학교,대전광역시 유성구 원신흥로55번길 37(원신흥동),대전광역시 유성구 원신흥동 496,36.341008,127.342518,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,봉명초등학교(병설),대전광역시 유성구 계룡로132번길 62(봉명동),대전광역시 유성구 봉명동 1023,36.34960516,127.3434732,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,관평초등학교(병설),대전광역시 유성구 테크노4로 132(관평동),대전광역시 유성구 관평동 900,36.4249408592,127.3877351999,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,대덕초등학교도룡분교,대전광역시 유성구 엑스포로97번길 100(도룡동),대전광역시 유성구 도룡동 4,36.3787565495,127.3914509415,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,상대초등학교(병설),대전광역시 유성구 월드컵대로 322(상대동),대전광역시 유성구 상대동 138-14,36.3476529138,127.336602,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,사이언스어린이집,대전광역시 유성구 과학로 200(신성동),대전광역시 유성구 신성동 8-6,36.381467,127.356155,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,송강어린이집,대전광역시 유성구 봉산로 33(송강동),대전광역시 유성구 송강동 10-4,36.436286,127.386331,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,예일유치원,대전광역시 유성구 진잠로139번길 31(교촌동),대전광역시 유성구 교촌동 627-1,36.3042180694,127.3160585852,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,신세대어린이집,대전광역시 유성구 교촌로6번길 45-14(교촌동),대전광역시 유성구 교촌동 638-2,36.3019733168,127.3143127037,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,후암초교,서울특벽시 용산구 두텁바위로 140,서울특별시 용산구 후암동 30-138,37.5513654106,126.9817257628,용산구청,용산경찰서,Y,,6~12,2020-02-18,3020000,서울특별시 용산구
초등학교,청파초교(병설유치원),서울특벽시 용산구 효창원로 228,서울특별시 용산구 청파동2가 1-42,37.5473030994,126.9635440384,용산구청,용산경찰서,Y,,4~12,2020-02-18,3020000,서울특별시 용산구
초등학교,이태원초교,서울특벽시 용산구 녹사평대로40길 19,서울특별시 용산구 이태원동 406,37.5364780669,126.9876717551,용산구청,용산경찰서,Y,,6~7,2020-02-18,3020000,서울특별시 용산구
초등학교,남정초교(병설유치원),서울특벽시 용산구 원효로64길 17-10,서울특별시 용산구 원효로2가 54-1,37.5356733769,126.9648033300,용산구청,용산경찰서,Y,,6~8,2020-02-18,3020000,서울특별시 용산구
초등학교,한남초교(병설유치원),서울특벽시 용산구 한남대로 112,서울특별시 용산구 한남동 726-1,37.5392032028,127.0055986027,용산구청,용산경찰서,Y,,10,2020-02-18,3020000,서울특별시 용산구
초등학교,보광초교,서울특벽시 용산구 우사단로 20,서울특별시 용산구 이태원동 15-13,37.5325394797,126.9963931371,용산구청,용산경찰서,Y,,10,2020-02-18,3020000,서울특별시 용산구
초등학교,서빙고초교(병설유치원),서울특벽시 용산구 서빙고로51길 14,서울특별시 용산구 서빙고동 235-1,37.5220696410,126.9922985913,용산구청,용산경찰서,Y,,4~15,2020-02-18,3020000,서울특별시 용산구
초등학교,신용산초교,서울특벽시 용산구 이촌로 255,서울특별시 용산구 이촌동 301-75,37.5206293227,126.9753668258,용산구청,용산경찰서,Y,,6~20,2020-02-18,3020000,서울특별시 용산구
초등학교,원효초교,서울특벽시 용산구 효창원로13길 38,서울특별시 용산구 산천동 6-73,37.5361624303,126.9515471256,용산구청,용산경찰서,Y,,6~14,2020-02-18,3020000,서울특별시 용산구
초등학교,용암초교,서울특벽시 용산구 서울특별시 용산구 녹사평대로60길 39,서울특별시 용산구 용산동2가 5-2147,37.5453044326,126.9894355669,용산구청,용산경찰서,Y,,4~6,2020-02-18,3020000,서울특별시 용산구
어린이집,한수원꿈나래어린이집,대전광역시 유성구 유성대로 1312번길 69(장동),대전광역시 유성구 장동 449,36.4022479751,127.3665353373,대전광역시 유성구청,대전유성경찰서,N,,,2020-03-01,3670000,대전광역시 유성구
유치원,하은유치원,대전광역시 유성구 상대로 17(상대동),대전광역시 유성구 상대동 462,36.3446950448,127.3334705786,대전광역시 유성구청,대전유성경찰서,N,,,2020-03-01,3670000,대전광역시 유성구
어린이집,사이언스 대덕어린이집,대전광역시 유성구 가정로 122(신성동),대전광역시 유성구 신성동 8-8,36.3850477915,127.3577746296,대전광역시 유성구청,대전유성경찰서,N,,,2020-03-01,3670000,대전광역시 유성구
어린이집,반석꿈이있는어린이집,대전광역시 유성구 지족로 317(지족동),대전광역시 유성구 지족동 977,36.3881898311,127.3119264419,대전광역시 유성구청,대전유성경찰서,N,,,2020-03-01,3670000,대전광역시 유성구
어린이집,ETRI아이나무 어린이집,대전광역시 유성구 가정로 270(가정동),대전광역시 유성구 가정동 236-1,36.3851435827,127.3735835857,대전광역시 유성구청,대전유성경찰서,N,,,2020-03-01,3670000,대전광역시 유성구
어린이집,ADD아이뜰 어린이집,대전광역시 유성구 지족동로142번길 32(지족동),대전광역시 유성구 지족동 1029-1,36.38699071,127.310067,대전광역시 유성구청,대전유성경찰서,N,,,2020-03-01,3670000,대전광역시 유성구
어린이집,KAERI아톰 어린이집,대전광역시 유성구 테크노중앙로 267-11(탑립동),대전광역시 유성구 탑립동 886,36.416205,127.4081984,대전광역시 유성구청,대전유성경찰서,N,,,2020-03-01,3670000,대전광역시 유성구
초등학교,대전죽동초등학교,대전광역시 유성구 죽동로 52(죽동),대전광역시 유성구 죽동 689,36.370483,127.335631,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,드림킨더유치원,대전광역시 유성구 월드컵대로308번길 45(상대동),대전광역시 유성구 상대동 209-4,36.3468884950,127.3328293628,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,LG화학기술연구원어린이집,대전광역시 유성구 가정로 299(도룡동),대전광역시 유성구 도룡동 388-11,36.386177,127.375868,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,대전외국인학교,대전광역시 유성구 용산2로 77(용산동),대전광역시 유성구 용산동 709,36.4163838516,127.3985480763,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,침신유치원,대전광역시 유성구 북유성대로 190,대전광역시 유성구 하기동 산14,36.3865655394,127.3249156488,대전광역시 유성구청,대전유성경찰서,N,,,2020-03-01,3670000,대전광역시 유성구
어린이집,구암파니파니어린이집,대전광역시 유성구 유성대로668번길 134-6,대전광역시 유성구 구암동 610-3,36.351178,127.336695,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,슈필렌유치원,대전광역시 유성구 반석서로71번길 3(반석동),대전광역시 유성구 반석동 201,36.393992,127.307315,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,슈비쯔유치원,대전광역시 유성구 반석로 140(반석동),대전광역시 유성구 반석동 463-3,36.389629,127.299395,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,선사유치원(어린이집),대전광역시 유성구 북유성대로155번길 45-14(지족동),대전광역시 유성구 지족동 130-21,36.3800596,127.321203,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,메리힐어린이집,대전광역시 유성구 대덕대로925번길 26-9(화암동),대전광역시 유성구 화암동 155-12,36.412695,127.376604,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,한빛어린이집,대전광역시 유성구 현충원로 479(장대동),대전광역시 유성구 장대동 233-60,36.3597163636,127.324109,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
초등학교,새미래초등학교(병설),대전광역시 유성구 지족로 168(지족동),대전광역시 유성구 지족동 1044,36.379295,127.303132,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
유치원,마키루키꿈샘유치원,대전광역시 유성구 봉명로 48(원신흥동),대전광역시 유성구 원신흥동 488,36.342677,127.344476,대전광역시 유성구청,대전유성경찰서,Y,,,2020-03-01,3670000,대전광역시 유성구
어린이집,21세기,부산광역시 북구 금곡대로 330번길 20(화명동),부산광역시 북구 화명동 1411-1,35.23771876,129.0150787,부산광역시 북구청,부산광역시 북부경찰서,Y,3,5,2019-12-26,3320000,부산광역시 북구
어린이집,덕양,부산광역시 북구 함박봉로 27(덕천동),부산광역시 북구 덕천동 132-73,35.21019131,129.0225911,부산광역시 북구청,부산광역시 북부경찰서,Y,1,8,2019-12-26,3320000,부산광역시 북구
어린이집,두란노,부산광역시 북구 모분재로 151(구포동),부산광역시 북구 덕천동 799-3,35.1966994,129.0128176,부산광역시 북구청,부산광역시 북부경찰서,Y,2,5,2019-12-26,3320000,부산광역시 북구
